id,name,brewery_type,street,city,state,postal_code,website_url,phone,created_at,updated_at,country,longitude,latitude,tags,Notes
manfish-brewing,Manfish Brewing,micro,19611 276th Ave SE,Issaquah,Washington,98027-8292,http://www.manfishbrewing.com,4255847264,2018-07-24 01:34:31.003884,2018-08-11 21:40:19.848369,United States,,,,
rogue-ales-issaquah-brewhouse,Rogue Ales Issaquah Brewhouse,closed,35 W Sunset Way Ste C,Issaquah,Washington,98027-3843,http://www.rogue.com,4255571911,2018-07-24 01:34:32.575824,2020-10-10 13:41:44,United States,,,,
192-brewing,192 Brewing,micro,7324 NE 175th St,Kenmore,Washington,98028-2500,http://www.192brewing.com,4254242337,2018-07-24 01:34:27.663575,2018-08-24 16:31:58.108557,United States,-122.241565244724,47.75670075,,
cairn-brewing,Cairn Brewing,micro,7204 NE 175th St,Kenmore,Washington,98028-3561,http://www.cairnbrewing.com,4259495295,2018-07-24 01:34:28.766638,2018-08-24 16:33:20.424034,United States,-122.24408655486,47.7571424,,
nine-yards-brewing,Nine Yards Brewing,micro,7324 NE 175th St Ste A,Kenmore,Washington,98028-2500,http://www.nineyardsbrewing.com,2066932333,2018-07-24 01:34:31.430698,2018-08-11 21:40:21.626921,United States,,,,
ice-harbor-brewing-company,Ice Harbor Brewing Company,brewpub,206 N Benton St Ste C,Kennewick,Washington,99336-3608,http://www.iceharbor.com,5095825340,2018-07-24 01:34:30.488173,2020-10-11 12:40:11,United States,-119.119238,46.211100,,
ice-harbor-brewing-company-at-the-marina,Ice Harbor Brewing Company at the Marina,brewpub,350 Clover Island Dr,Kennewick,Washington,99336-3678,http://iceharbor.com,5095863181,2020-10-11 12:41:14,2020-10-11 12:41:14,United States,-119.111368,46.217631,,
airways-brewing-co,Airways Brewing Co,micro,8611 S 212th St,Kent,Washington,98031-1910,http://www.airwaysbrewing.com,2532001707,2018-07-24 01:34:27.794259,2018-08-24 16:32:10.109657,United States,-122.2391026,47.4119802,,
airways-brewing-co-bistro-and-beer-garden,Airways Brewing Co. Bistro & Beer Garden,brewpub,320 W Harrison St,Kent,Washington,98032,http://airwaysbrewing.com/bistro-beer-garden/,2532368632,2020-10-11 12:46:58,2020-10-11 12:46:58,United States,-122.235649,47.382498,,
four-horsemen-brewery,Four Horsemen Brewery,micro,30221 148th Ave SE,Kent,Washington,98042-9368,http://www.fourhorsemen.beer,2539814258,2018-07-24 01:34:29.901327,2018-08-24 16:35:03.792089,United States,-122.1426915,47.3844953,,
northern-ales,Northern Ales,brewpub,325 W 3rd Ave,Kettle Falls,Washington,99141-0993,http://northernales.com,,2018-07-24 01:34:31.557865,2018-08-24 16:37:26.953831,United States,-118.065184317399,48.6097979307548,,
downpour-brewing-llc,Downpour Brewing LLC,micro,10991 NE State Highway 104,Kingston,Washington,98346-,http://www.downpourbrewing.com,3608810452,2018-07-24 01:34:29.261697,2018-08-24 16:34:01.71961,United States,-122.500158654833,47.8010831,,
hood-canal-brewery,Hood Canal Brewery,brewpub,26499 Bond Rd NE,Kingston,Washington,98346-8477,http://www.hoodcanalbrewery.com,3602978316,2018-07-24 01:34:30.409924,2018-08-11 21:40:17.789926,United States,,,,
chainline-brewing-company,Chainline Brewing Company,closed,503 6th St S,Kirkland,Washington,98033-6717,http://www.chainlinebrewing.com,4252420923,2018-07-24 01:34:28.846836,2020-10-10 13:40:02,United States,-122.1967583,47.6717847,,
chainline-brewing-company-taproom-at-urban,Chainline Brewing Company Taproom at Urban,micro,500 Uptown Ct Ste 210,Kirkland,Washington,98033-5375,http://www.chainlinebrewing.com,4252420923,2018-07-24 01:34:28.846836,2020-10-09 17:49:04,United States,-122.198550,47.679240,,
flycaster-brewing-co,Flycaster Brewing Co.,micro,12815 NE 124th St Ste I,Kirkland,Washington,98034-8313,https://flycasterbrewing.com,2069636626,2018-07-24 01:34:29.764144,2020-10-11 12:50:37,United States,-122.169021,47.711115,,
maelstrom-brewing-company,Maelstrom Brewing Company,micro,11014 120th Ave NE,Kirkland,Washington,98033-5022,http://www.maelstrombrewing.com,,2018-07-24 01:34:30.979027,2018-08-24 16:36:35.049512,United States,-122.180943,47.6991435,,
la-conner-brewing-co,La Conner Brewing Co,brewpub,117 S 1st St,La Conner,Washington,98257,https://www.laconnerbrewery.com,3604661415,2018-07-24 01:34:30.675041,2020-10-11 12:49:19,United States,-122.495792,48.392231,,
top-rung-brewing-company,Top Rung Brewing Company,micro,8343 Hogum Bay Ln NE Ste E,Lacey,Washington,98516-3135,http://www.toprungbrewing.com,3609158766,2018-07-24 01:34:33.341586,2018-08-11 21:40:27.056518,United States,,,,
brewbakers-brewery,BrewBakers Brewery,micro,11927 84th St NE,Lake Stevens,Washington,98258-8906,http://www.brewbakersbrewery.com,,2018-07-24 01:34:28.49137,2018-08-11 21:40:12.880103,United States,,,,
lake-stevens-brewing-company,Lake Stevens Brewing Company,micro,2010 Grade Rd,Lake Stevens,Washington,98258-9182,https://www.lakestevensbrewingco.com,3605243678,2018-07-24 01:34:30.758218,2020-10-11 12:52:17,United States,-122.063255244378,48.0161107156973,,
ram-restaurant-and-brewery-lakewood,RAM Restaurant and Brewery - Lakewood,brewpub,10019 59th Ave SW,Lakewood,Washington,98499-2757,http://www.theram.com,2535843191,2018-07-24 01:34:32.225484,2018-08-24 16:38:21.875598,United States,-122.515613205311,47.166010428089,,
double-bluff-brewing,Double Bluff Brewing,micro,112 Anthes Ave,Langley,Washington,98260-,http://www.dblfbrewing.com,3603339113,2018-07-24 01:34:29.246814,2018-08-24 16:34:00.223663,United States,-122.4090435,48.0403212,,
blewett-brewing-company,Blewett Brewing Company,brewpub,911 Commercial St,Leavenworth,Washington,98826-1494,http://www.blewettbrew.com,5098888809,2018-07-24 01:34:28.390283,2018-08-24 16:33:03.78361,United States,-120.659947946691,47.5951880648137,,
doghaus-brewery,Doghaus Brewery,micro,321 9th St,Leavenworth,Washington,98826-1464,http://www.doghausbrewery.com,5098601446,2018-07-24 01:34:29.216804,2018-08-24 16:33:57.324287,United States,-120.659822512213,47.5946088272111,,
icicle-brewing-co,Icicle Brewing Co,brewpub,935 Front St,Leavenworth,Washington,98826-1427,http://www.iciclebrewing.com,5095482739,2018-07-24 01:34:30.502281,2018-08-24 16:35:55.982424,United States,-120.6597193,47.5962501,,
triune-brewing-company,Triune Brewing Company,planning,,Leavenworth,Washington,98826-1413,,5095483300,2018-07-24 01:34:33.414816,2018-08-11 21:40:27.242748,United States,,,,
ashtown-brewing-co,Ashtown Brewing Co,micro,1175 Hudson St,Longview,Washington,98632-3158,http://www.ashtownbrewing.com,3603535286,2018-07-24 01:34:27.864785,2018-08-24 16:32:17.845644,United States,-122.932740850085,46.1366198701715,,
five-dons-brewing-co,Five Dons Brewing Co,micro,1158 11th Ave,Longview,Washington,98632-3110,http://www.fivedonsbeer.com,3604306440,2018-07-24 01:34:29.724482,2018-08-24 16:34:43.407278,United States,-122.932628682767,46.1341850577576,,
brewvado-taproom,Brewvado Taproom,micro,135 Lopez Rd B,Lopez Island,Washington,98261-8290,,3602288214,2020-10-11 1:02:14,2020-10-11 13:02:14,United States,-122.913356,48.523402,,
lopez-island-brewing-co,Lopez Island Brewing Co,micro,4817 Center Rd,Lopez Island,Washington,98261-8653,http://www.lopezislandbrewingco.rocks,3604682646,2018-07-24 01:34:30.842632,2018-08-11 21:40:19.244708,United States,,,,
rock-wood-fired-pizza-and-brewery-lynnwood,Rock Wood Fired Pizza and Brewery - Lynnwood,contract,4010 196th St SW,Lynnwood,Washington,98036-6715,http://www.therockwfp.com,4256976007,2018-07-24 01:34:32.53644,2018-08-24 16:38:50.62955,United States,-122.287641610199,47.82048455,,
ellersick-brewing/-big-e-ales,Ellersick Brewing / Big E Ales,brewpub,5030 208th St SW Ste A,Lynnwood,Washington,98036-7642,http://www.bigeales.com,4256727051,2018-07-24 01:34:29.398801,2020-10-11 13:04:15,United States,-122.301844,47.810408,,
lake-chelan-brewing-co,Lake Chelan Brewing Co,micro,50 Wapato Way,Manson,Washington,98831,https://lakechelanbrewery.com,5096874444,2018-07-24 01:34:30.745383,2020-10-11 13:06:43,United States,-120.159430,47.885978,,
one-brewing-/-harmony-meadows-center,One Brewing / Harmony Meadows Center,closed,4848 Green Ave Ste B,Manson,Washington,98831-9404,http://www.harmonymeadowscenter.com,5098882344,2018-07-24 01:34:31.788668,2020-10-11 13:09:22,United States,,,,
5-rights-brewing-co,5 Rights Brewing Co,micro,7028 46th St NE,Marysville,Washington,98270-6989,http://www.5rightsbrewing.com,4253341026,2018-07-24 01:34:27.731123,2018-08-24 16:32:04.084222,United States,-122.136104,48.037429,,
swinnerton-brewery,Swinnerton Brewery,micro,1809 8th St,Marysville,Washington,98270-4610,http://www.swinnertonbrewery.com,4253877045,2018-07-24 01:34:33.10095,2018-08-24 16:39:50.875771,United States,-122.171023514565,48.0554713187144,,
whitewall-brewing-company,Whitewall Brewing Company,micro,14524 Smokey Point Blvd Ste 1,Marysville,Washington,98271-8921,http://www.whitewallbrewing.com,3604540464,2018-07-24 01:34:33.832795,2018-08-11 21:40:28.268574,United States,,,,
238-brewing-company,238 Brewing Company,micro,10321 E Day Mt Spokane Rd,Mead,Washington,99021,http://www.238brewing.com,5092382739,2018-07-24 01:34:27.711123,2018-08-11 21:40:11.273402,United States,,,,
big-barn-brewing-co-/-bodacious-berries-fruits-and-brews,Big Barn Brewing Co / Bodacious Berries Fruits and Brews,micro,16004 N Applewood Ln,Mead,Washington,99021-7818,http://www.bigbarnbrewing.com,5097102961,2018-07-24 01:34:28.24734,2018-08-11 21:40:12.366346,United States,,,,
brewery-in-planning-mead,Brewery in Planning - Mead,planning,,Mead,Washington,99021-9203,,,2018-07-24 01:34:28.510261,2018-08-11 21:40:12.912026,United States,,,,
mcmenamins-mill-creek-brewery,McMenamins Mill Creek Brewery,brewpub,13300 Bothell Everett Hwy Ste 304,Mill Creek,Washington,98012-5312,http://www.mcmenamins.com,4253169817,2018-07-24 01:34:31.084068,2018-08-11 21:40:20.324556,United States,,,,
adams-northwest-bistro-/-twin-rivers-brewing,Adam's Northwest Bistro / Twin Rivers Brewing,brewpub,104 N Lewis St,Monroe,Washington,98272-1502,http://www.adamsnwbistro.com,3607944056,2018-07-24 01:34:27.780022,2018-08-24 16:32:08.563196,United States,-121.970886952765,47.8558847142728,,
dreadnought-brewing-llc,Dreadnought Brewing LLC,brewpub,16726 146th St SE Ste 153,Monroe,Washington,98272-2937,http://www.dreadnoughtbrewing.com,3608632479,2018-07-24 01:34:29.274658,2018-08-11 21:40:14.969955,United States,,,,
circle-7-brew-works,Circle 7 Brew Works,micro,20290 Corbridge Rd SE,Monroe,Washington,98272-8602,,2067470269,2018-07-24 01:34:28.917772,2018-08-24 16:33:33.275129,United States,-121.958464504586,47.8679484527978,,
ten-pin-brewing-production-facility,Ten Pin Brewing - Production Facility,micro,1149 N Stratford Rd,Moses Lake,Washington,98837-1514,http://www.tenpinbrewing.com,5097662739,2018-07-24 01:34:33.14064,2018-08-24 16:39:55.353982,United States,-119.278173739206,47.1448735537829,,
ten-pin-brewing-co,Ten Pin Brewing Co,brewpub,1165 N Stratford Rd,Moses Lake,Washington,98837-1514,http://www.tenpinbrewing.com,5097651265,2018-07-24 01:34:33.156104,2018-08-24 16:39:56.865844,United States,-119.278169917565,47.145064411016,,
st-brigids-brewery,St Brigid's Brewery,brewpub,606 W Broadway Ave,Moses Lake,Washington,98837-1900,http://www.stbrigidsbrewery.com,5097508357,2018-07-24 01:34:32.983017,2018-08-24 16:39:37.231644,United States,-119.285096155572,47.1280836846376,,
district-brewing,District Brewing,brewpub,520 S Main St,Mount Vernon,Washington,98273-3840,https://districtbrewco.com/,3608736714,2020-10-09 17:29:18,2020-10-09 17:29:18,United States,-122.338828,48.419204,,
farmstrong-brewing-co,Farmstrong Brewing Co,micro,110 Stewart Rd,Mount Vernon,Washington,98273-9628,http://www.farmstrongbrewing.com,3608738852,2018-07-24 01:34:29.614444,2018-08-24 16:34:34.353744,United States,-122.3369645,48.4431376,,
north-sound-brewing-co,North Sound Brewing Co.,micro,17406 State Route 536 Unit A,Mount Vernon,Washington,98273-8755,http://northsoundbrewing.com,3609822057,2018-07-24 01:34:31.531142,2018-08-11 21:40:22.090887,United States,,,,
skagit-river-brewery,Skagit River Brewery,brewpub,404 S 3rd St,Mount Vernon,Washington,98273-3824,http://www.skagitbrew.com,3603362884,2018-07-24 01:34:32.79217,2018-08-24 16:39:19.143832,United States,-122.3354271,48.4193151,,
temperate-habits-brewing-company,Temperate Habits Brewing Company,brewpub,500 S 1st St,Mount Vernon,Washington,98273-3809,https://temperatehabitsbrewing.com/,3603997740,2020-10-09 17:30:44,2020-10-09 17:30:44,United States,-122.337629,48.419856,,
diamond-knot-craft-brewery-brewpub-mlt,Diamond Knot Craft Brewery - Brewpub @ MLT,brewpub,5602 232rd St Southwest,Mountlake Terrace,Washington,98043,http://www.diamondknot.com,4253554488,2018-07-24 01:34:29.102586,2018-08-11 21:40:14.300723,United States,,,,
diamond-knot-brewery-b2-brewery-and-taproom,Diamond Knot Brewery B2 Brewery & Taproom,brewpub,4602 Chennault Beach Rd Ste B2,Mukilteo,Washington,98275-5016,http://www.diamondknot.com,4253554488,2018-07-24 01:34:29.086332,2018-08-24 16:33:45.505031,United States,-122.295519299405,47.8961102580814,,
diamond-knot-craft-brewing-brewery-and-alehouse,Diamond Knot Craft Brewing - Brewery & Alehouse,brewpub,621 Front St,Mukilteo,Washington,98275-1557,http://www.diamondknot.com,4253554488,2018-07-24 01:34:29.116516,2018-08-24 16:33:48.39889,United States,-122.304707468657,47.9484603,,
bron-yr-aur-brewing,Bron Yr Aur Brewing,micro,12160 US Highway 12,Naches,Washington,98937-9222,,5096531109,2018-07-24 01:34:28.64783,2018-08-11 21:40:13.183117,United States,,,,
top-frog-brewery,Top Frog Brewery,micro,221 Vista Dr,Newport,Washington,99156-7014,,5096712884,2018-07-24 01:34:33.328156,2018-08-11 21:40:27.016569,United States,,,,
flyers-restaurant-and-brewery,Flyers Restaurant and Brewery,brewpub,32295 State Route 20,Oak Harbor,Washington,98277-5923,http://www.eatatflyers.com,3606755858,2018-07-24 01:34:29.777908,2018-08-24 16:34:49.811862,United States,-122.652847439221,48.2991197,,
wicked-teuton-brewing,Wicked Teuton Brewing,micro,1341 SW Barlow St,Oak Harbor,Washington,98277-3159,,3608625011,2018-07-24 01:34:33.846043,2018-08-24 16:40:58.273799,United States,-122.659915832215,48.2872803489933,,
rocky-coulee-brewing,Rocky Coulee Brewing,micro,205 E 1st Ave,Odessa,Washington,99159-9865,http://www.rockycouleebrewingco.com,5093452216,2018-07-24 01:34:32.562821,2018-08-24 16:38:53.606569,United States,-118.686746526088,47.3331973855202,,
brewery-in-planning-olympia,Brewery in Planning - Olympia,planning,,Olympia,Washington,98506-3026,,2539730844,2018-07-24 01:34:28.525769,2018-08-11 21:40:12.943794,United States,,,,
cascadia-brewing-co,Cascadia Brewing Co.,micro,211 4th Ave E,Olympia,Washington,98501-1104,http://www.cascadiahomebrew.com,3609432337,2018-07-24 01:34:28.820251,2018-08-24 16:33:23.549447,United States,-122.900173959184,47.0449127346939,,
fish-brewing-co,Fish Brewing Co,micro,515 Jefferson St SE,Olympia,Washington,98501-1467,http://www.fishbrewing.com,3609436480,2018-07-24 01:34:29.683631,2018-08-24 16:34:41.91951,United States,-122.895417857143,47.0343712857143,,
mcmenamins-spar-cafe-brewery,McMenamins Spar Cafe Brewery,brewpub,114 4th Ave E,Olympia,Washington,98501-1103,,3603576444,2018-07-24 01:34:31.153262,2018-08-24 16:36:48.60802,United States,-122.901376762898,47.0449997425281,,
well-80-brewing-company,Well 80 Brewing Company,brewpub,514 4th Ave E,Olympia,Washington,98501-1111,http://www.well80.com,3609156653,2018-07-24 01:34:33.721746,2018-08-24 16:40:45.919771,United States,-122.896428714286,47.0453448571429,,
three-magnets-brewing,Three Magnets Brewing,brewpub,600 Franklin St SE Unit 105,Olympia,Washington,98501-1360,http://www.threemagnetsbrewing.com,3609722481,2018-07-24 01:34:33.28804,2018-08-11 21:40:26.861693,United States,,,,
alpine-brewing-co,Alpine Brewing Co,micro,821 14th Ave,Oroville,Washington,98844,http://www.alpine-brewing.com,5094769662,2018-07-24 01:34:27.820544,2018-08-24 16:32:13.168962,United States,-119.4305306,48.9365877,,
pastime-brewery-bar-and-grill,Pastime Brewery Bar and Grill,brewpub,1307 Main St,Oroville,Washington,98844-9384,http://www.pastimebarandgrill.com,5094763007,2018-07-24 01:34:31.968012,2018-08-24 16:37:57.783446,United States,-119.436309089229,48.9379707835242,,
northwest-brewing-company,Northwest Brewing Company,contract,1091 Valentine Ave SE,Pacific,Washington,98047-2127,http://www.nwbrewingcompany.com,2539875680,2018-07-24 01:34:31.599178,2018-08-24 16:37:28.444114,United States,-122.2488484,47.2501336,,
dungeness-brewing-company,Dungeness Brewing Company,micro,4017 S Mount Angeles Rd,Port Angeles,Washington,98362-8966,http://www.dungenessbrewing.com,3607751877,2018-07-24 01:34:29.315136,2018-08-24 16:34:08.119287,United States,-123.418449,48.087279,,
barhop-brewing,Barhop Brewing,brewpub,124 W Railroad Ave,Port Angeles,Washington,98362-2621,http://www.barhopbrewing.com,3604605155,2018-07-24 01:34:28.058844,2018-08-24 16:32:37.151131,United States,-123.433278663378,48.12098065,,
slaughter-county-brewing,Slaughter County Brewing,brewpub,1307 Bay St,Port Orchard,Washington,98366-5105,http://www.slaughtercountybrewing.com,3603292340,2018-07-24 01:34:32.832607,2018-08-24 16:39:23.615165,United States,-122.62600103808,47.5426193131665,,
discovery-bay-brewing,Discovery Bay Brewing,micro,948 N Park Avenue,Port Townsend,Washington,98368-1512,,3603442999,2018-07-24 01:34:29.174842,2018-08-24 16:33:52.848325,United States,-122.8030594,48.1065812,,
port-townsend-brewing-co,Port Townsend Brewing Co,micro,330 10th St Ste C,Port Townsend,Washington,98368-1815,http://www.porttownsendbrewing.com,3603859967,2018-07-24 01:34:32.087105,2018-08-11 21:40:23.566813,United States,,,,
propolis-brewing-llc,Propolis Brewing LLC,micro,2457 Jefferson St,Port Townsend,Washington,98368-4634,http://www.propolisbrewing.com,7652155850,2018-07-24 01:34:32.124625,2018-08-24 16:38:11.410883,United States,-122.773444081983,48.1091519285644,,
rainy-daze-brewing,Rainy Daze Brewing,micro,650 NW BOVELA LN SUITE 3,Poulsbo,Washington,98370,http://www.rainydazebrewing.com,3606921858,2018-07-24 01:34:32.21305,2018-08-11 21:40:24.239568,United States,,,,
slippery-pig-brewery,Slippery Pig Brewery,brewpub,18801 Front St NE,Poulsbo,Washington,98370,http://www.slipperypigbrewing.com,3603941686,2018-07-24 01:34:32.846987,2018-08-24 16:39:25.079712,United States,-122.645983376879,47.73347675,,
valholl-brewing-company,Valholl Brewing Company,micro,18970 3rd Ave,Poulsbo,Washington,98370,http://www.valhollbrewing.com,3609300172,2018-07-24 01:34:33.543657,2018-08-11 21:40:27.493433,United States,,,,
sound-brewery,Sound Brewery,micro,19479 Viking Ave NW,Poulsbo,Washington,98370-8370,http://www.soundbrewery.com,3609308696,2018-07-24 01:34:32.928018,2018-08-24 16:39:32.583314,United States,-122.6596831,47.7398382,,
western-red-brewing,Western Red Brewing,brewpub,19168 Jensen Way NE Ste 100,Poulsbo,Washington,98370,http://westernredbrewing.com,3606261280,2018-07-24 01:34:33.765223,2018-08-11 21:40:28.066842,United States,,,,
green-oak-brewing,Green Oak Brewing,brewpub,1427 Wine Country Rd,Prosser,Washington,99350-1148,http://www.whitstranbrewing.com,5097864922,2018-07-24 01:34:30.178731,2018-08-24 16:35:25.869802,United States,-119.770737408163,46.210051,,
horse-heaven-hills-brewery,Horse Heaven Hills Brewery,micro,1118 Meade Ave,Prosser,Washington,99350,http://www.horseheavenhillsbrewery.com,5097816400,2018-07-24 01:34:30.474937,2018-08-24 16:35:53.081778,United States,-119.770633147027,46.2044744653738,,
paradise-creek-brewery,Paradise Creek Brewery,micro,505 SE Riverview St Ste C,Pullman,Washington,99163-5262,http://www.paradisecreekbrewery.com,5095920114,2018-07-24 01:34:31.94006,2018-08-11 21:40:23.162792,United States,,,,
ram-restaurant-and-brewery-puyallup-south-hill,RAM Restaurant and Brewery - Puyallup South Hill,brewpub,103 35th Ave SE,Puyallup,Washington,98374-1231,http://www.theram.com,2538413317,2018-07-24 01:34:32.254515,2018-08-24 16:38:24.900299,United States,-122.292784973154,47.1585707114094,,
powerhouse-restaurant-and-brewery,Powerhouse Restaurant and Brewery,brewpub,454 E Main,Puyallup,Washington,98372-3258,http://www.powerhousebrewpub.com,2538451370,2018-07-24 01:34:32.112407,2018-08-11 21:40:23.768536,United States,,,,
puyallup-river-brewing-co,Puyallup River Brewing Co,micro,,Puyallup,Washington,98375-6923,http://www.puyallupriverbrewing.com,2535908219,2018-07-24 01:34:32.136946,2018-08-11 21:40:23.850676,United States,,,,
off-camber-brewing,Off Camber Brewing,micro,6506 114th Avenue Ct E,Puyallup,Washington,98372-2811,http://www.facebook.com/OffCamberBrew/,2533128796,2018-07-24 01:34:31.71327,2018-08-24 16:37:38.120125,United States,-122.2772454,47.1989594,,
the-station-u-brew,The Station U Brew,micro,211 W Stewart,Puyallup,Washington,98371-4393,,2534663721,2018-07-24 01:34:33.261745,2018-08-24 16:40:02.991888,United States,-122.291349749659,47.1925251108079,,
101-brewery,101 Brewery,brewpub,294793 US Highway 101,Quilcene,Washington,98376-9000,http://www.101brewery.com,3607656485,2018-07-24 01:34:27.649117,2018-08-11 21:40:11.160632,United States,,,,
willapa-brewing-co,Willapa Brewing Co,micro,556 Mill Creek Rd,Raymond,Washington,98577-9367,,3609422211,2018-07-24 01:34:33.861535,2018-08-11 21:40:28.370592,United States,,,,
black-raven-brewing-co,Black Raven Brewing Co,micro,14687 NE 95th St,Redmond,Washington,98052-2556,http://www.blackravenbrewing.com,4258813020,2018-07-24 01:34:28.354325,2018-08-24 16:33:00.730857,United States,-122.14550957047,47.6854905973154,,
mac-and-jacks-brewery-inc,Mac and Jacks Brewery Inc,regional,17825 NE 65th St Ste B110,Redmond,Washington,98052-4995,http://Macandjacks.com,4255589697,2018-07-24 01:34:30.952546,2018-08-11 21:40:19.656125,United States,,,,
postdoc-brewing-company,Postdoc Brewing Company,micro,17625 NE 65th St Ste 100,Redmond,Washington,98052-7908,http://www.postdocbrewing.com,4256584963,2018-07-24 01:34:32.099693,2018-08-24 16:38:08.355877,United States,-122.105077242071,47.6639200774772,,
brewery-in-planning-renton-wa,"Brewery in Planning - Renton, WA",planning,,Renton,Washington,98057-5111,,2063102055,2018-07-24 01:34:28.544507,2018-08-11 21:40:12.974305,United States,,,,
herbert-b-friendly-brewing,Herbert B. Friendly Brewing,micro,527 Wells Ave S,Renton,Washington,98057-2703,http://www.drinkhbf.com,4252434372,2018-07-24 01:34:30.344579,2018-08-24 16:35:41.011582,United States,-122.205605,47.4760991775467,,
dog-and-pony-alehouse-and-grill,Dog & Pony Alehouse and Grill,contract,351 Park Ave N,Renton,Washington,98057-5716,http://www.thedogandpony.com,4252548080,2018-07-24 01:34:29.188284,2018-08-24 16:33:54.407971,United States,-122.202312877551,47.4875826122449,,
four-generals-brewing,Four Generals Brewing,micro,229 Wells Ave S,Renton,Washington,98057-2131,http://www.fourgenerals.com,4252824360,2018-07-24 01:34:29.888861,2018-08-24 16:35:02.196754,United States,-122.205586,47.4801424,,
republic-brewing-co,Republic Brewing Co,brewpub,PO Box 96,Republic,Washington,99166-0096,,,2018-07-24 01:34:32.38638,2018-08-11 21:40:24.630706,United States,,,,
rattlesnake-mountain-brewery-/-kimos-restaurant,Rattlesnake Mountain Brewery / Kimo's Restaurant,brewpub,1250 Columbia Center Blvd,Richland,Washington,99352-4839,http://www.rattlesnakemountainbrewery.com,5097835747,2018-07-24 01:34:32.322254,2018-08-24 16:38:30.9501,United States,-119.223482230166,46.2250454328982,,
atomic-ale-brewpub-and-eatery,Atomic Ale Brewpub and Eatery,brewpub,1015 Lee Blvd,Richland,Washington,99352-4226,http://www.atomicalebrewpub.com,5099465465,2018-07-24 01:34:27.905271,2018-08-24 16:32:22.323691,United States,-119.278200311032,46.2747551534741,,
bombing-range-brewing-company,Bombing Range Brewing Company,brewpub,2000 Logston Blvd Ste 126,Richland,Washington,99354-5330,http://www.bombingrangebrewing.com,5093923377,2018-07-24 01:34:28.431644,2018-08-24 16:33:06.876003,United States,-119.2999357,46.3204119,,
paper-street-brewing-company,Paper Street Brewing Company,brewpub,701 The Parkway,Richland,Washington,99352-4251,http://www.paperstbrewing.com,5097137088,2018-07-24 01:34:31.923786,2018-08-24 16:37:53.20811,United States,-119.274455,46.274953,,
shrub-steppe-smokehouse-brewery,Shrub Steppe Smokehouse Brewery,brewpub,2000 Logston Blvd Ste 122,Richland,Washington,99354-5329,http://www.shrubsteppebrewing.com,5093759092,2018-07-24 01:34:32.748686,2018-08-24 16:39:14.595507,United States,-119.2999357,46.3204119,,
white-bluffs-brewing,White Bluffs Brewing,micro,2034 Logston Blvd,Richland,Washington,99354-5300,http://www.whitebluffsbrewing.com,5095547059,2018-07-24 01:34:33.819474,2018-08-24 16:40:55.186427,United States,-119.2999357,46.3204119,,
captains-brewing-company,Captains Brewing Company,micro,,Ridgefield,Washington,98642,,3609218275,2018-07-24 01:34:28.794067,2018-08-11 21:40:13.529569,United States,,,,
